sku,slug,model,category,parameter,value,unit,notes,url,updated
КОН-BX_YQ4-920,bx-yq4,BX YQ4,Контроллеры YQ-серии,Площадь управления:,"1024*128, 672*192, 512*256, 336*384, 256*512",,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-920,bx-yq4,BX YQ4,Контроллеры YQ-серии,Площадь управления:,2560*1024 1280*2048 @60Hz; 2560*2048 @30Hz,Hz,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-920,bx-yq4,BX YQ4,Контроллеры YQ-серии,Площадь управления:,384*256,,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-920,bx-yq4,BX YQ4,Контроллеры YQ-серии,Площадь управления:,"12288*32, 6144*64, 4096*96, 3072*128, 2048*192, 1024*384, 512*768, 384*1024",,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-558,bx-yq4,BX YQ4,Контроллеры YQ-серии,Поддержка датчиков:,"Температура, Температура и влажность, ИК пульт, Датчик яркости",,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-558,bx-yq4,BX YQ4,Контроллеры YQ-серии,Поддержка датчиков:,"Температура, Температура и влажность, ИК, Датчик яркости",,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-778,bx-yq4,BX YQ4,Контроллеры YQ-серии,Принимающие карты:,BX-V (2 шт. 50 PIN) / BX-V75 (12 шт. 15 T75) / BX-V75L,,8 шт. 15 T75,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-942,bx-yq4,BX YQ4,Контроллеры YQ-серии,Режим соединения:,"Ethernet, SD, USB, 3GW(CDMA), 4G",,CDMA,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-942,bx-yq4,BX YQ4,Контроллеры YQ-серии,Режим соединения:,"Ethernet, USB, 3GW",,CDMA,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-495,bx-yq4,BX YQ4,Контроллеры YQ-серии,Тип поддерживаемых модулей:,Полноцветные,,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
